genename,WT-Day5-EEC,KO-Day5-EEC,WT-Day5-SLEC,KO-Day5-SLEC,WT-Day8-EEC,KO-Day8-EEC,WT-Day8-SLEC,KO-Day8-SLEC,WT-Day8-MPEC,KO-Day8-MPEC
Chkb,3.461815924,4.606609111,3.836387819,6.397559808,4.997365633,6.700373248,8.282471516,9.113143442,4.793681323,8.1251656
Chl1,0.14411717,0.212969011,0.161294347,0,0.379382119,0.791401416,0.21332167,0.146688941,0.03336402,0.356473655
Chm,24.90450621,22.64905634,30.55107177,15.55944197,12.19591635,12.31122148,10.4757788,9.894814256,13.54956541,18.96628356
Chml,2.804528132,2.946293481,4.670529481,2.213293778,0.679839849,0.573898452,0.388914485,0.586571166,0.509252367,0.754452551
Chmp1a,1.016123461,1.378261067,1.659525136,1.715923163,1.44790765,1.918567476,2.05229469,2.493597514,1.215423506,2.413418528
Chmp2a,45.43354779,65.04714716,46.61402005,70.77986768,94.94442037,93.41232502,98.2152303,90.87053484,93.72717143,95.06827666
Chmp2b,6.610578965,6.63478219,8.802775647,4.313643945,5.589739337,6.245228873,4.937219598,4.607156646,6.283265453,7.173229506
Chmp3,10.75263507,10.4038876,11.29077575,10.21752927,7.779094779,8.036002981,7.213832859,7.336137927,7.7487466,8.736665408
Chmp4b,10.95656869,16.75060506,22.98770579,18.02649183,10.98276671,9.930949477,7.637973705,9.496550579,7.538565249,16.21335967
Chmp4c,0,0.034281466,0.202083166,0.044303166,0.383164772,0.251452739,0.137232146,0.053736801,0.028237846,0.15623465
Chmp5,110.4515665,148.0638326,151.6946382,132.6873116,132.7680733,131.5140416,151.7755536,148.3351554,145.85319,133.2076173
Chmp6,11.11232475,8.562310653,12.12334539,15.61645828,13.16078326,17.71253934,16.9892479,20.44517586,12.51787827,17.05518777
Chmp7,3.941360806,5.002648579,6.029935463,6.563490282,4.780833468,5.869926907,5.60032178,5.079779399,4.934804327,6.029882117
Chn1,0.239033871,0.775374991,0.738705111,0.272937719,0.209330862,0.134420858,0.036965791,0.064018651,0.097957321,0.212286535
Chn2,3.093107455,2.098259314,6.68581651,4.945576584,2.200166892,2.824863285,4.273815526,10.00758477,1.87249744,0.851823642
Chordc1,93.29593636,73.44531157,76.40123006,52.62393375,40.00200686,35.63135263,44.92149216,31.20492002,46.90056677,35.34897132
Chp1,15.3551927,14.71368371,19.89129314,15.48734153,13.538961,11.50265338,11.95245442,13.19154998,13.48514172,14.55033877
Chpf,1.268783996,1.150819039,1.996325115,1.849309739,1.201763262,0.838145741,0.709163487,0.818313822,0.816223971,1.679735181
Chpf2,1.434145952,1.721304655,2.875359384,2.338278605,2.849113007,2.41612854,2.376736733,3.220115413,2.329008831,4.013313844
Chpt1,54.18470747,51.24533718,54.78059085,78.00828059,50.03148512,65.54376632,68.9874526,98.05775319,48.51172147,44.97363145
Chrac1,277.4751441,333.8218392,211.1161177,290.9790024,474.0905272,578.6847152,406.986095,458.5621316,523.2158869,624.6263127
Chrd,0.04178165,0,0.054386996,0,0.277437918,0.493676962,0.066204604,0.32261512,0.073683325,0.479044676
Chrm1,0,0,0,0.033040664,0.543512137,0.331383816,0,0.168187155,0.038253733,0.136432017
Chrm3,0.029859389,0,0.027915298,0.029924554,0.054607546,0.04368879,0,0.026061506,0.010885098,0.011075716
Chrna1os,0.275786726,1.557248632,0.212924117,0.78730516,0.21815953,1.399194421,0.078945284,0.778920027,0.127441839,1.261954135
Chrna2,0.006529092,0.030951668,0.011069411,0.016014447,0.139256604,0.005144799,0.015810126,0.009800952,0.032589757,0.004655076
Chrna4,0.041116101,0.010894506,0,0.02653487,0.398451566,0.048543904,0.020522012,0.041437771,0.020480981,0.070128737
Chrna5,0.061465388,0.031769786,0.043570328,0,0.094136364,0.009992303,0,0.042602984,0.019908394,0.010888828
Chrna6,0,0.048740673,0.041741186,0,0.302117087,0.083538024,0.033874012,0.019721928,0.021297707,0.052660901
Chrnb1,2.535479037,0.737670076,1.715589571,0.493664021,1.36426823,1.650578575,0.714651355,0.884817807,2.774689016,3.748025032
Chrnb2,0.276922309,0.420099449,0.393618035,0.535542949,1.833887573,0.647454109,0.633252442,0.589960777,0.569673198,0.68323973
Chrnb3,0.024696038,0.022727616,0.237261179,0.01845194,0.081296394,0.040905024,0.05096736,0.037071724,0,0.158145523
Chrnd,0.118789527,0,0,0,0.291534791,0.034383974,0,0.277205804,0.030316671,0.0282313
Chrne,0.116832622,0.083871076,0.038447151,0.08233092,0.577659126,0.3055604,0.446334663,0.50096771,0.45469278,0.196078211
Chrng,0,0,0.059721863,0,0.476520128,0.133402003,0,0.036991189,0.131871588,0
Chst1,0.085968493,0,0,0.049316452,0.161990412,0.057316048,0,0.264364657,0.025268048,0.031229266
Chst10,1.880215368,2.4279704,4.022103567,6.023385438,4.50654264,4.208818588,4.560787845,4.886701006,4.405581263,5.939561246
Chst11,4.075930575,0.891604423,7.425653922,3.205743935,5.160933528,3.750932329,4.690745544,4.40215901,5.471074024,5.955893583
Chst12,1.809689389,1.018197161,1.768848321,2.056626636,2.037716795,3.87921381,4.848449708,5.824499163,2.369204061,2.550948728
Chst14,0.711669362,1.228155237,1.648752042,1.059840499,1.078421553,0.935971082,1.100279163,0.637314228,1.452439867,1.784991584
Chst15,0,0.134638821,0.025926696,0.053839955,0.450369456,0.483223051,0,0.179116064,0.035125403,0.162945739
Chst2,5.776307462,9.49891886,6.272694665,15.34838396,1.17299852,3.797432568,0.991452751,6.620564562,0.655253913,2.897608875
Chst3,0.028726601,0.05587091,0.016234343,0,0.31838124,0.082689513,0.039523722,0.096299574,0,0.085088195
Chst5,0,0,0,0,0.102733578,0.016745871,0,0.014474184,0,0
Chst8,0.029618271,0,0,0.025486105,0.279048506,0.029620193,0.053031985,0.027324048,0.055623637,0.048639903
Chsy1,46.06047451,44.37654689,94.22455322,70.05659825,75.95766713,56.00135597,78.95434946,88.01302362,53.17758075,53.89006685
Chtf18,0.109062471,0.181125608,0.085654876,0.167613131,0.243650563,0.070235502,0.0895416,0.17581895,0,0.099598692
Chtf8,2.3435024,1.902442783,1.602196028,2.727921957,1.713673255,2.614899287,1.897157457,2.133320153,2.009773016,3.783820799
Chtop,264.7788742,365.6541177,486.8132941,334.7258098,227.2050512,184.8689676,181.4068864,191.4328106,180.6787685,279.4061827
Chuk,100.0609586,106.3729837,149.1955726,87.05765472,51.44639757,52.95521916,48.48273589,58.97530799,54.47755776,80.33348505
Churc1,53.15904223,63.08488847,53.38630396,56.96502842,62.50851457,62.66466651,43.6102936,43.4979564,61.65240885,76.58831565
Ciao1,33.9605431,33.18729035,38.03966172,36.63166579,24.82112986,31.03087016,28.59285868,25.04107042,25.22319377,28.34764252
Ciapin1,13.46354792,14.03057088,15.58365174,14.78812955,7.75268569,10.00757248,10.50516053,10.45110812,8.506293721,13.81807747
Ciart,0.706786507,0.5721417,0.357528633,0.301076095,0.974781523,1.333020787,0.311957808,0.349017617,0.651125312,1.037134842
Cib1,47.40759679,46.77959924,27.42736612,66.57231315,137.8834719,141.578893,157.472816,150.7523386,136.0744131,107.0310334
Cib2,0.081575371,0.049896246,0.233594702,0.18545981,2.59202737,0.989558821,1.974675059,0.730133102,2.464363992,0.322466712
Cib3,0,0.024162803,0,0.0806916,0.263910254,0.286950091,0.105122512,0.371362149,0.018689749,0.023099019
Cic,2.024573721,2.862546356,4.040682447,4.892879528,2.630082586,2.959424884,2.930601162,4.187352036,2.517923496,8.337630924
Ciita,0,0.072313609,0.060470851,0,0.394685483,0.403049449,0.039789556,0.086824238,0.014761445,0.256424855
Cilp,0,0,0,0,0.761848815,0.078018263,0,0.092936594,0.163485776,0.099383896
Cilp2,0,0,0,0,0.115382415,0.040239293,0.013845196,0.042991297,0,0.019044528
Cinp,52.89976037,33.57686265,33.1219968,27.25181453,13.85167464,16.40800667,17.17807491,14.30093285,14.59747903,11.56537133
Cipc,11.23884146,15.93657529,20.02157659,21.86899785,21.89160897,17.35659248,19.49658143,19.62814659,16.68804671,24.59531836
Cir1,28.55599056,40.74224994,25.08181803,33.08331997,52.47376816,53.11848971,46.03659586,51.62571469,50.57239021,53.48337018
Cirbp,4.326651477,6.44085637,5.247744621,8.950428347,4.701447384,12.95549624,6.779568717,13.58346972,5.96764882,17.74765643
Cirh1a,47.85659002,26.11431278,27.59586592,21.45557298,11.40888458,17.15526144,15.74527499,17.72421078,14.00416203,14.75412496
Cisd1,94.2179433,60.826743,59.43855423,67.37529779,58.31083362,59.88474595,52.27624171,50.91201425,53.44179662,46.97258823
Cisd2,272.7263886,203.6637376,226.9867526,203.0094085,205.6078367,188.7105552,187.9843792,181.5635863,202.5524609,171.349063
Cisd3,52.41258088,38.25003312,22.2649625,47.91946334,38.31371037,47.37167728,28.28201385,32.39316512,35.27399662,39.54784464
Cish,0.51078426,0.560356851,0.640842979,1.671305886,1.845360218,1.420502239,1.485336166,2.162165617,1.99630784,1.094500242
Cit,5.958709095,7.445783086,9.615467428,9.923251518,3.269765305,3.026273239,2.864541257,4.456867188,1.337241466,2.24384008
Cited1,1.159618281,0.349808712,0.255478535,0.431562066,0.109690068,0.212566778,0.13676299,0.119054448,0.043110151,0.100411382
Cited2,20.28314855,29.44116267,39.32125917,25.53207193,34.17473973,32.42552596,38.67917842,40.8681005,25.64292357,42.28842001
Cited4,0.01577789,0.060276017,0.008916602,0,0.207755676,0.026133542,0,0.069460475,0.025728803,0.014930131
Ciz1,0.107216932,0.07980917,0.244202182,0.26472651,0.451739717,0.264578556,0.513833232,0.617913942,0.213500396,0.341207231
Ckap2,64.99544191,69.27774797,75.01916679,78.3208788,11.30909392,13.8775968,11.25149465,18.63529349,6.13285343,7.086189435
Ckap2l,16.41445394,13.82013223,18.20284512,19.66879625,2.898342451,4.380368876,3.30684361,5.142044913,1.531897006,2.534462457
Ckap4,0.066321944,0.138083433,0.100306844,0.337029454,0.377523873,0.114741864,0.165569561,0.156278388,0.030707884,0.269658519
Ckap5,95.90756546,103.4542288,133.0557424,113.2781491,38.08007184,40.34671802,32.75216479,38.54849861,27.6227265,38.74437088
Ckb,1.214463031,2.856575909,1.055625284,5.383625126,1.805640248,15.45052622,1.470326182,8.632084794,1.424037275,24.24344001
Cklf,768.1943156,636.6776734,655.7871799,694.705437,937.7356398,758.6943787,741.8018663,762.1560792,865.9239334,733.5080728
Cks1b,211.2749321,168.2613474,138.4379451,222.2786402,70.41968277,78.87578047,64.06888298,79.08175693,30.98614252,38.62688765
Cks1brt,0.574023303,0.361031918,0.515399844,0.433613039,0.25173948,0.196283616,0.118331941,0.168131631,0.087947807,0.047130588
Cks2,178.1127367,110.4491145,133.9989816,122.1323423,42.01032769,35.94616838,33.40829868,32.83618262,28.63826096,34.61274189
Clasp1,10.25813795,8.997649736,16.98637668,10.90025173,5.628576945,6.531550819,4.600164044,5.715804099,3.301205481,7.375406418
Clasp2,12.68796664,12.04500511,27.14591497,14.71958965,8.326426946,6.37588168,5.629734788,5.968680994,4.486295948,14.22548102
Clasrp,0.571546904,0.56747211,0.856247416,0.851872699,1.033589067,0.685825171,0.889242056,0.992685154,0.808569604,1.099908182
Clca1,0,0.025149508,0.026563275,0,0.332561512,0.124207877,0.044045343,0.071148612,0,0.090574304
Clca2,0,0,0.128899207,0,0.531933061,0.158113128,0,0.067846666,0.124123167,0
Clca4a,0,0,0.077682781,0,0.584864367,0.028133903,0,0.110796295,0.027336251,0
Clca4b,0,0.219872592,0,0.055321777,0.666292665,0.116688217,0.166050644,0.496422528,0.120740237,0.228435526
Clcc1,9.999530549,7.811684448,6.610341544,7.906566539,5.186091172,7.557642417,6.670078689,7.133753837,5.669723087,6.797355643
Clcf1,2.365596114,5.432769147,6.041471064,12.57005167,6.940737378,10.07609792,17.95624345,22.13992289,9.14179603,16.10602511
Clcn2,0.012503836,0.035391307,0.013072657,0.04001159,0.246476715,0,0.053846833,0.113881052,0.010816409,0.157224049
Clcn3,12.36813366,12.02745649,16.53573508,9.296798868,6.937640219,7.069204607,4.324924442,5.512092924,6.036935756,10.46595242
Clcn4,58.39294035,84.03788618,79.70739102,99.7266645,100.3245468,90.17910632,87.12337862,110.5904222,87.40747569,131.2444538
Clcn5,15.65124153,9.244206902,23.26937564,11.95722486,9.63877259,4.895843816,5.47261211,5.70509533,6.678908611,5.242865402
Clcn6,1.8651488,4.055148232,3.607997473,6.279545238,5.662783776,7.106549614,5.083780796,10.94018297,4.471438333,12.5259695
Clcn7,1.212116636,1.535802017,1.271034564,1.903538365,2.360418965,2.099998374,2.016049967,2.143298859,1.926612314,3.603166699
Clcnka,0,0.07239793,0,0.322372898,0.225142792,0.320769555,0.051522215,0.404666409,0.019114119,0.112620156
Clcnkb,0.044432127,0.025325884,0.014459278,0.07646644,0.71265206,0.022217506,0.017601097,0.11263801,0,0.042452796
Cldn10,0.094369386,1.341835843,0.085220092,0.73349522,0.496459738,4.024567334,0.070652965,0.078829497,0.578689931,2.555971737
Cldn12,0.415854294,0.318021967,0.623190854,0.326621466,0.328144077,0.28427553,0.146351358,0.464282793,0.300940462,0.289519972
Cldn13,0,0,0,0,1.119137651,0.094311657,0.094140215,0,0,0.616640663
Cldn15,0.071474697,0,0,0.032625544,0.31296527,0.03322036,0.059477721,0.114855196,0.058581404,0.054551807
Cldn18,0,0.131198494,0,0,0.876087504,0.298027505,0.319713852,0.05709901,0.054575393,0
Cldn19,0,0.061579618,0.034978484,0.028532052,0.822404776,0.081778383,0.197012236,0.157422693,0.028941445,0.023853625
Cldn23,0.402842725,1.067409709,0.570260897,0,0.853961014,0.402868871,0,0.255307395,0,0.439014884
Cldn34c1,0.013245628,0.007274061,0.032289311,0.00313351,0.012167465,0.003190639,0.00252768,0,0.006356943,0.01395573
Cldn4,0,0,0.007971662,0,0.126935193,0.047861856,0,0.019750305,0,0.020114181
Cldnd1,59.72088853,24.44692804,32.39831089,28.97438077,27.38013065,22.16629595,38.05713447,27.45440117,38.95992186,16.91882888
Cldnd2,0.039701858,0.040590958,0.140507494,0.185876302,0.543490762,0.192732765,0.721866074,1.020915194,0.543877552,0.352871288
Clec11a,0.350484804,0.326382448,0.129359005,0.293093339,0.34222948,0.534221722,0.224136679,0.506674529,0.197196927,0.966073936
Clec12a,19.35479595,0.795703433,10.67679713,1.359694822,2.170837741,2.000054915,0.690365149,1.75160187,2.597944775,6.91718544
Clec16a,3.332596216,2.035030587,2.678841202,2.519782303,4.172873693,3.38544012,3.882874413,4.668213233,3.364547077,3.183095974
Clec18a,0,0,0.029847832,0,0.216034592,0.088895654,0.015259842,0.012324987,0.026958497,0.079419566
Clec1a,0,0,0,0,0.229889975,0.03754178,0.014870628,0.015133212,0,0.020455043
Clec1b,0.069437189,0.037724477,0.234250315,0.456266796,0.185618525,0.226115873,0.009168821,0.250762321,0.102440401,0.223906944
Clec2d,0.629246147,0.930737952,0.73999129,0.633383123,1.074476423,1.012233416,0.703544261,0.608866625,0.954957212,1.108079252
Clec2g,0,0.137672812,0.02565477,0.031929279,0.194363623,0.096633991,0.093751626,0.173206022,0.054817074,0.355876562
Clec2i,2.812264189,7.840234951,2.190499386,4.557458431,5.02801594,9.076744845,5.032256207,6.251843404,6.880690163,10.69190125
Clec2l,0,0.037349445,0.128438325,0.041859904,0.133333392,0.06939602,0.039644959,0.029777974,0,0
Clec4a1,0.01516669,0.056886159,0.170994892,0.203859939,0.012407429,0.448763795,0,0.414400495,0.123660636,0.941132986
Clec4a2,0.211066053,0.133125064,0.454819897,0.928171134,0.472424259,1.12353749,0.277386096,1.212421733,0.088975131,3.036728851
Clec4a3,0.322535948,0.499093889,0.638526638,0.684239725,0.67893027,1.432519475,0.189138702,2.532307755,0.195358483,4.467220386
Clec4b1,0.115749838,0.057016405,0.102411579,0.663952556,0.101973478,0.875230365,0.176872781,0.691461303,0.184498279,1.364466433
Clec4d,0.032966789,0.091313007,0.118010005,0.19040521,0.077649141,0.029917225,0,0.039869643,0.0328432,0.238699425
Clec4e,0.431520223,0,0.078644221,0.833954157,0.496719201,0.065319883,0.051747554,0.338752861,0,1.461661597
Clec4f,0.032811578,0,0.170842768,0,0.403355522,0.065627415,0.025995593,0.117264628,0,0.143525873
Clec4g,0,0.017829286,0.020358508,0.026915981,0.207351901,0,0.012391077,0.012609878,0.01379082,0.017044339
Clec4n,0.344318122,0.394288057,0.85865315,1.299152458,0.310260199,2.647368279,0.415500593,3.714425691,0.600181473,4.014513274
Clec5a,0.037712009,0,0.241765921,0,0.214033283,0.715888517,0,0.308732409,0.037570631,0.58664507
Clec7a,0.265073789,0.311097503,0.612933915,0.655245662,0.226291338,1.646591726,0.047781332,0.948927261,0.188965075,2.167116751
Clgn,0.935046362,0.300091402,1.382490988,0.641435057,1.024505919,0.808813827,0.145332322,0.06634532,0.038232668,0.304225256
Clhc1,1.345665255,1.462259605,0.169010991,0.491117133,0.311103519,0.313733621,0.362350547,0.12226436,0.261556516,0.920265097
Clic1,390.1024467,445.5324152,300.213138,793.6623443,1152.346867,1521.511167,2086.67685,1906.629705,1246.487833,899.7800932
Clic4,40.35109997,33.95892093,60.49703314,35.3166515,20.03540522,15.14201323,20.4915898,20.42788775,17.74447683,12.81044279
Clic5,0.213185719,0.300021673,0.285543083,0.500329456,0.17901957,0.204997637,0.2804668,0.371884791,0.107264869,0.141348127
Clint1,36.96197118,46.37749382,62.68584336,39.77781924,47.94273831,40.93517893,33.45507756,37.46599785,45.40720007,58.0815986
Clip1,21.58844618,16.6531902,20.1554051,17.74755226,18.89145069,21.93817752,16.50739454,17.2551565,19.08507215,32.6962405
Clip2,0,0.059193841,0,0.01157699,0.395072066,0.205314793,0.050950482,0.210898027,0.035589899,0.066080776
Clip3,0.01572842,0.043424311,0.016443932,0,0.257339265,0.06828955,0,0.055055474,0.025648132,0.067283769
Clip4,0.057454074,0,0.207535162,0.049438422,0.867382228,0.167054941,0.057353355,0.29797964,0.209221931,0.094352589
Clk1,182.0666306,230.7318707,185.4758321,149.5745278,249.0743643,286.0118253,250.8786394,229.7841145,312.9133045,388.694246
Clk2,12.02018504,13.31004922,15.50143557,13.97722796,18.66517701,18.48430206,18.18093445,18.26521063,18.41117764,29.57318433
Clk3,13.78262022,13.72933265,9.322656774,26.34688287,24.80222853,42.04525802,69.09449696,66.44346577,31.53801435,28.07415272
Clk4,240.1814489,228.8098584,203.153203,191.0583778,247.5421427,295.5394582,298.9157545,277.1340465,312.5608718,324.1494154
Clmn,0,0.075732829,0.086035595,0.061485447,0.650766675,0.248787305,0.118881782,0.21419245,0,0.227570779
Clmp,0,0,0.170907139,0.045191263,0.69390687,0.052521714,0.041608621,0.405517724,0.261607102,0.258740822
Cln3,24.9726679,30.3832712,27.58546938,34.56438183,68.77146919,67.84204822,66.5769268,67.82965044,73.35871375,108.7752192
Cln5,83.9347133,64.71602622,74.53261318,60.54236691,48.63441353,61.20335917,64.01269255,63.80175408,52.8678013,64.53719625
Cln6,1.421632295,1.877970237,1.965542323,2.81081334,2.390327622,3.032938947,1.608497998,2.598146156,2.338095059,5.093588788
Cln8,1.959844547,1.861336079,2.646994103,1.832914584,2.418239144,2.043910347,1.944003358,1.960192489,1.393296645,2.378105179
Clns1a,277.4771079,200.1977022,180.7833647,189.5463761,137.4198627,179.911471,177.1106157,165.113991,179.181918,197.644344
Clock,34.13598268,29.77902298,49.37867915,29.07513967,29.208725,20.57918567,25.93283757,23.21201348,27.42981282,47.04646262
Clp1,44.13308179,43.21799094,48.50661896,36.87705396,25.5323995,31.38267382,30.74318056,30.11543475,27.77719159,32.61526156
Clpb,8.418517937,7.613786963,9.253135104,8.714372004,3.049265276,3.89262273,1.694518266,1.379176335,2.332771332,5.572514849
Clpp,30.73638492,25.46223139,18.88554037,25.14185794,25.20294099,34.9969232,34.18485842,29.07783692,35.08130775,35.95719796
Clptm1,16.16642083,15.12047654,17.75985305,25.04719786,19.58035221,30.85854584,28.01810505,38.62379856,20.31483029,33.71329239
Clptm1l,136.7000194,127.5603666,150.8295788,139.2296824,101.2668567,106.0736202,107.3115742,117.980536,96.10031693,138.6534116
Clpx,15.48070151,14.60833258,20.01456249,12.92463137,9.706126846,9.152720617,10.13030031,10.0119246,8.936945814,12.75633424
Clrn3,0.013673275,0,0,0,0.123042802,0,0.077695417,0.105387264,0,0.022687295
Clspn,20.38988728,20.62976603,35.29469246,23.61186261,2.399123321,2.510411054,1.764694402,3.554465799,1.154692818,1.645588804
Clstn1,0.606439024,0.385904603,1.108886003,0.805046821,0.97328809,0.527403857,0.638075011,0.704836159,0.518341708,0.688696167
Clstn2,0,0.029556979,0.032355267,0.013196143,0.329123376,0.105006345,0.04534674,0.069683691,0.059236449,0.095478739
Clstn3,0,0.018771221,0.055905883,0,0.317437098,0.053135691,0.0176797,0.016338878,0.017644352,0.043627582
Clta,64.36018277,80.33204479,88.69439461,84.35668337,72.70541543,67.25834344,69.75384368,67.76253814,65.83704757,84.62183606
Cltb,3.358676,3.505272492,3.366482011,3.762644231,1.667076276,2.630429317,1.476364181,2.557572307,1.708693428,4.515204106
Cltc,179.7283008,159.047775,229.2821764,145.0665125,73.40836515,70.98198315,64.50204914,66.45074348,63.85565312,93.059824
Clu,0.27268556,0,0.067292208,0.075535687,0.631853538,0.109195652,0,0.048309183,0.024639893,0.72378337
Cluap1,3.503795254,4.261562583,5.552664087,3.668092173,2.554855569,3.077225317,2.614129712,2.68808683,2.712622327,6.176866576
Cluh,3.1546478,1.604299206,2.484071922,1.421278698,1.047950808,0.748388905,0.489922221,0.485450844,0.871787581,1.588482393
Clybl,24.14260319,20.80795514,14.19494769,10.13004638,25.42704169,26.45678575,18.86378687,12.11770628,35.53032312,40.94235055
Cma1,0.12786702,0.025554317,0.246761378,1.251828314,0.286668587,0.363476223,15.59583428,22.95412351,0.263811517,0.210386413
Cmah,50.79674601,62.8080235,61.60905105,65.87745828,66.91781349,50.72916595,86.11170102,75.88111397,69.03783962,72.29974941
Cmas,76.85412821,92.51552161,98.53959038,101.6307634,77.27531154,91.28183,106.7179105,117.7535154,79.10236943,111.2292207
Cmbl,0.027488217,0,0.073053272,0.070879246,0.060428714,0.129816331,0,0.261972201,0.052672349,0.102454791
Cmc1,60.60968684,64.33073395,57.87172361,74.38117698,63.38585215,72.03013001,46.57388201,68.13157302,63.90956429,85.45960484
Cmc2,34.42963723,32.74319586,29.1222961,40.08937404,28.15891966,23.0152996,24.12890279,24.00231446,21.95120932,19.70245713
Cmc4,15.44808261,16.0322054,18.52711916,16.79958717,24.62594938,21.24715507,20.41731356,20.85245878,25.38752067,24.46872081
Cmip,5.662835695,6.859313733,10.01078861,9.364111851,5.697756394,6.170951139,5.075057149,6.429909134,4.4133846,9.562954547
Cmklr1,3.450728557,1.401835192,16.94281317,8.162693201,2.304322422,1.294978815,4.831598714,6.547855386,1.179576905,0.583572672
Cmpk1,178.4385896,166.0835982,176.1965295,166.7619843,93.73343658,97.04691952,129.4442762,133.5020779,98.29175416,80.91977055
Cmpk2,31.84042004,39.68849019,57.66830587,22.23996803,21.92866159,18.5576407,7.047832233,5.792480203,21.30917511,32.12112221
Cmss1,23.29930562,15.06955442,17.23148851,13.36411149,4.656768316,5.531467167,5.19146758,4.112891224,5.666152459,6.606748338
Cmtm3,4.115934322,2.632677947,3.243725638,5.4128333,11.39136259,12.93862969,25.27896909,23.50289765,11.24606031,9.251450439
Cmtm4,4.306883659,3.293511351,4.522610927,3.863987169,3.823140223,3.07892645,2.966638011,3.895061432,3.07619655,1.884396766
Cmtm6,34.91102122,46.2954545,62.14345006,43.75535131,38.04466845,34.61833138,33.4933701,37.31581103,34.81297824,51.30793205
Cmtm7,141.4795133,40.66499058,61.72072457,84.91651683,78.06411301,101.3368364,86.1704912,93.37776885,94.35433146,74.24884152
Cmtm8,0.090551881,0.044604319,0.160234543,0,0.079616246,0.108336677,0.056014186,0,0.040320641,0.076650268
Cmtr1,0.743897169,0.754154588,1.044508372,1.241094366,0.591509586,1.456325973,1.139868211,1.293978221,1.547803754,1.364119478
Cmtr2,3.781090956,3.565685443,5.098193396,3.126508318,0.915334708,1.252509282,1.238805275,1.676452927,1.592846579,2.577141628
Cmya5,0.115305991,0.769758228,0.062442264,0.597403315,1.038056972,2.734163925,0.57910351,1.842072499,0.71815529,2.147576199
Cnbd2,0.426942454,3.168129625,0.289593507,3.431834307,0.927700198,2.437605284,0.664564003,2.555737359,0.976570163,1.910179947
Cnbp,2163.94108,1616.115552,1332.623042,1346.520941,977.2114864,1233.351373,1251.832444,1151.440757,1199.925389,1160.296717
Cndp2,10.65630727,10.70800012,12.87127385,14.62526972,10.57616912,9.09917045,9.173958928,9.581421791,8.662343411,14.15847168
Cnep1r1,273.0530024,253.3739249,258.0208762,217.9861004,154.662092,173.3539072,179.5192751,201.9421775,178.9993332,142.6722942
Cnga1,10.23176642,22.11963993,13.88422804,8.449358788,24.87251077,22.21813661,8.83532359,6.251990855,21.97495849,42.00828405
Cnga2,0,0,0,0,0.112093337,0.00634226,0,0.005634739,0,0.043819968
Cnga3,0,0,0,0.116186533,0.167847871,0.069834006,0.011715392,0.05456693,0.02946341,0.032229822
Cnga4,0.065360036,0,0,0,0.855506365,0.165014367,0.044963062,0.045757017,0.050042258,0
Cngb1,0.253943972,0.067271208,0.115221223,0.40570596,2.225213689,0.734415142,0.187009788,0.645961462,0.345981809,0.740894238
Cnih1,375.903449,254.3948918,277.4316046,258.0763387,156.3994615,193.1336368,151.458623,153.9016335,166.6223075,166.8012113
Cnih2,0.114468638,0.225541227,0.103875011,1.143975904,0.403379055,0.289671817,0,0.668547464,0.106000801,0
Cnih3,0,0,0,0,0.194260691,0.041459498,0,0.013586958,0.012986453,0.016050206
Cnih4,423.9988601,287.5198581,253.678331,244.7956464,171.8783681,141.3788515,137.610629,118.794115,162.0835277,148.935277
Cnn2,141.6734153,199.5155288,135.3962704,287.9832373,264.2733214,361.9325114,353.8010715,448.1367306,256.6358386,358.5733267
Cnn3,0.87768701,1.255167599,0.904195099,0.950282392,0.145196771,0.475030745,0.082527673,0.122991656,0.076862905,0.85009754
Cnnm1,0.161240769,0.079424465,0.292637128,0,1.413736663,0.435779877,0,0.500779213,0,0
Cnnm2,0.852101298,0.66409922,0.56417642,1.478372046,1.265408711,0.642156819,2.463457039,2.559990575,0.59509378,0.846623146
Cnnm3,2.013714316,1.267958178,1.344514379,1.756760293,2.92308621,2.242104261,2.380767475,1.917256625,2.651444165,3.314736148
Cnnm4,4.460951727,3.060695251,7.121802499,4.972791416,2.215947361,2.763127044,2.207255481,2.494456954,1.924449415,2.498020595
Cnot1,152.3578602,120.0311648,171.1731076,134.1333853,89.87294894,94.70004829,83.99374382,97.88065463,88.64961204,147.8500614
Cnot10,32.07488526,35.21695439,35.1146082,38.2271817,24.20832703,27.86151142,26.20392952,27.69611052,18.38398016,32.93588744
Cnot11,10.17358621,10.18956016,17.54674507,11.15039568,5.161153041,7.253073264,5.642498323,6.840642203,4.376301932,6.324593633
Cnot2,54.67417877,52.60942343,55.92841431,49.18903046,38.13173606,38.27418141,40.82210298,44.14960319,37.34337979,49.16105914
Cnot3,3.283053108,4.33149066,5.148499068,4.649020517,3.743088519,2.867402722,2.568277308,1.97647847,3.022614511,4.813647983
Cnot4,16.92226658,19.98797616,21.99703125,21.35505641,27.38812798,22.49111515,25.48112467,22.96934269,25.12534759,29.20385361
Cnot6,365.2815861,339.9628042,497.6539651,265.3683521,122.0618432,119.9076653,92.01619371,100.7154598,107.3470738,172.6195434
Cnot6l,205.829238,347.5861604,264.0670924,236.0683706,198.7795936,223.305958,142.1724998,155.0163691,208.5954198,344.0617584
Cnot7,98.01751299,83.44091342,104.80998,66.10131183,46.50066269,62.9520515,45.41520977,47.92265283,54.18254631,75.65548228
